Status,Age Group,Education,Industry,Location,AI Risk,Years of Experience,Monthly Salary (INR),Date Recorded
employed,18-24,Diploma,Retail,Delhi,,,22300,3/8/2026
Employed,18 to 24,Master,Education,Urban,High,,76500,3/9/2026
unemployed,35 - 44,Bachelors, Fintech,suburban,moderate,27,65100,3/10/2026
Unemployed,18-24,Master,Education,Mumbai,HIGH,24,107300,3/11/2026
unemployed,18 to 24,Ph.D,Tech ,Urban,Medium,5,122000,3/12/2026
Unemployed,35 - 44,Master,Healthcare,Bangalore,Medium,,60800,3/13/2026
employed,35 - 44,Ph.D,Education,Mumbai,low,19,,3/14/2026
Employed,35 - 44,Masters,Retail,urban,HIGH,,,3/15/2026
employed,25-34,Masters,,Mumbai,High,,63800,3/16/2026
UNEMPLOYED,18 to 24,,Healthcare,suburban,HIGH,,148400,3/17/2026
EMPLOYED,45-54,Diploma,Education,urban,HIGH,15,98600,3/18/2026
unemployed,,PhD,Health,urban,High,1,99000,3/19/2026
employed,45-54,,Healthcare,rural,moderate,,,3/20/2026
Employed,25_34,Bachelors,Tech ,urban,,,69100,3/21/2026
,18 to 24,,Finance,Hyderabad,Medium,,41300,3/22/2026
Employed,25_34,High School,Healthcare,Delhi,HIGH,,7900,3/23/2026
Unemployed,55+,Master,Healthcare,Delhi,HIGH,,34400,3/24/2026
Unemployed,55+,Masters,Health,rural,High,17,73200,3/25/2026
employed,45-54,Masters,Technology,Delhi,High,,107100,3/26/2026
UNEMPLOYED,25_34,Master,Technology,urban,Low,,11500,3/27/2026
Unemployed,18 to 24,Ph.D,Technology,Hyderabad,Low,,,3/28/2026
,25-34,Diploma,Healthcare,suburban,High,,93800,3/29/2026
UNEMPLOYED,18 to 24,Diploma,,,moderate,6,122100,3/30/2026
EMPLOYED,25-34,Masters,Retail,suburban,low,,33400,3/31/2026
UNEMPLOYED,55+,Ph.D,Tech ,Delhi,High,18,42700,4/1/2026
,25_34,Ph.D,Retail,urban,Low,23,149100,4/2/2026
,45-54,high school,Education,rural,low,,132300,4/3/2026
UNEMPLOYED,,Bachelors,,urban,High,,,4/4/2026
unemployed,25_34,PhD, Fintech,Hyderabad,moderate,12,,4/5/2026
EMPLOYED,18-24,Ph.D, Fintech,,low,,18700,4/6/2026
EMPLOYED,,,Technology,rural,Medium,,127200,4/7/2026
Employed,55+,Ph.D,Technology,suburban,low,30,129400,4/8/2026
Unemployed,,high school,,Bangalore,low,16,72300,4/9/2026
employed,25-34,Bachelors,Retail,Bangalore,,,34400,4/10/2026
Employed,18 to 24,High School,Retail,Mumbai,High,,,4/11/2026
EMPLOYED,55+,PhD, Fintech,Mumbai,moderate,14,40600,4/12/2026
EMPLOYED,,Bachelors,Tech ,Delhi,HIGH,2,147900,4/13/2026
Unemployed,18-24,high school,Education,rural,moderate,,77800,4/14/2026
UNEMPLOYED,35 - 44,PhD,Healthcare,rural,Low,5,43100,4/15/2026
employed,,Ph.D,Retail,Hyderabad,moderate,1,,4/16/2026
,25_34,Masters,Technology,,low,28,109600,4/17/2026
EMPLOYED,,Diploma,,rural,low,23,61700,4/18/2026
Employed,35 - 44,Master,Retail,Bangalore,moderate,,,4/19/2026
EMPLOYED,18-24,Masters,,urban,moderate,9,148500,4/20/2026
employed,18-24,Master,Technology,Bangalore,moderate,20,54400,4/21/2026
,35 - 44,Masters,,Delhi,Low,,81000,4/22/2026
Employed,,Bachelor's,Retail,Delhi,Low,,78300,4/23/2026
employed,35 - 44,high school,Finance,rural,HIGH,7,137000,4/24/2026
unemployed,45-54,Diploma,Health,suburban,moderate,14,144900,4/25/2026
EMPLOYED,35 - 44,Ph.D,Technology,suburban,moderate,30,149800,4/26/2026
Employed,55+,Bachelors,Retail,Bangalore,moderate,,81300,4/27/2026
Employed,25_34,Ph.D,Health,Mumbai,Medium,,,4/28/2026
EMPLOYED,18 to 24,Ph.D,Retail,Mumbai,HIGH,,134900,4/29/2026
EMPLOYED,35 - 44,Master,Healthcare,rural,High,,100000,4/30/2026
,18 to 24,Ph.D,Finance,urban,HIGH,,18100,5/1/2026
,55+,PhD,Tech ,Urban,Medium,16,110600,5/2/2026
,25_34,Ph.D,Retail,Urban,low,22,148400,5/3/2026
Employed,55+,high school,Tech ,Urban,HIGH,,27500,5/4/2026
UNEMPLOYED,35 - 44,Ph.D,Tech ,rural,High,,102500,5/5/2026
Employed,18-24,High School, Fintech,,Low,7,117100,5/6/2026
unemployed,45-54,Masters, Fintech,Mumbai,HIGH,25,,5/7/2026
Unemployed,45-54,Ph.D,,Hyderabad,High,7,39300,5/8/2026
Unemployed,18 to 24,PhD,Tech ,Mumbai,Medium,,93000,5/9/2026
EMPLOYED,45-54,PhD,,urban,moderate,16,70500,5/10/2026
unemployed,25-34,Masters,Retail,Bangalore,Low,26,28900,5/11/2026
UNEMPLOYED,35 - 44,Bachelor's,Health,Hyderabad,HIGH,28,52200,5/12/2026
UNEMPLOYED,18 to 24,High School,Retail,,High,29,6300,5/13/2026
,25-34,Bachelor's,Retail,suburban,Low,7,89400,5/14/2026
UNEMPLOYED,,PhD,Finance,suburban,low,,5800,5/15/2026
Unemployed,18 to 24,Bachelors,Retail,,low,20,141800,5/16/2026
Unemployed,45-54,Bachelor's,Health,Bangalore,High,,125800,5/17/2026
,18 to 24,high school,,Delhi,HIGH,20,54800,5/18/2026
EMPLOYED,25-34,Bachelors,Health,Bangalore,moderate,,65800,5/19/2026
Unemployed,45-54,High School, Fintech,suburban,,,55800,5/20/2026
employed,35 - 44,Master,Tech ,Delhi,Low,6,15200,5/21/2026
unemployed,25-34,High School,Retail,,High,,72500,5/22/2026
Unemployed,25-34,Master,Education,Urban,Low,11,,5/23/2026
,35 - 44,Master, Fintech,Delhi,Low,1,119900,5/24/2026
EMPLOYED,18 to 24,PhD,Tech ,Mumbai,,11,140400,5/25/2026
employed,18-24,High School,Healthcare,rural,Low,6,105600,5/26/2026
Unemployed,18 to 24,Bachelor's,Retail,Mumbai,High,29,139800,5/27/2026
employed,18 to 24,Master,,Bangalore,Medium,25,52400,5/28/2026
employed,18 to 24,Diploma, Fintech,,High,,,5/29/2026
employed,18 to 24,,,rural,,2,18400,5/30/2026
employed,35 - 44,PhD,Retail,,Medium,8,78000,5/31/2026
EMPLOYED,45-54,Diploma,Education,Urban,Medium,1,85400,6/1/2026
,18 to 24,high school,Education,Mumbai,Medium,,48000,6/2/2026
UNEMPLOYED,18-24,Bachelor's,Retail,urban,Low,17,58300,6/3/2026
EMPLOYED,55+,Bachelor's,Education,Bangalore,,,,6/4/2026
UNEMPLOYED,,Masters,Retail,suburban,Low,26,,6/5/2026
unemployed,25_34,high school,Health,Mumbai,Medium,,66100,6/6/2026
,45-54,Master,Retail,Bangalore,Medium,28,48200,6/7/2026
Employed,45-54,Masters,Tech ,rural,HIGH,,,6/8/2026
Unemployed,,Masters,Health,suburban,Low,5,78700,6/9/2026
,18-24,Ph.D,Retail,Urban,Low,4,87500,6/10/2026
Unemployed,35 - 44,Ph.D,,Delhi,Medium,,,6/11/2026
EMPLOYED,18 to 24,High School,Healthcare,Hyderabad,low,6,,6/12/2026
UNEMPLOYED,35 - 44,Masters,,Delhi,moderate,1,70300,6/13/2026
,,Bachelors,,suburban,High,1,128000,6/14/2026
Employed,18 to 24,high school,Retail,urban,,,137700,6/15/2026
,35 - 44,Diploma,Education,Delhi,,2,96500,6/16/2026
Unemployed,25_34,High School,Finance,,HIGH,,99400,6/17/2026
EMPLOYED,35 - 44,,Tech ,Bangalore,low,,,6/18/2026
employed,,high school,Retail,Bangalore,High,17,12100,6/19/2026
Employed,,Masters,Retail,Hyderabad,Medium,27,56700,6/20/2026
Employed,25_34,Masters,,Mumbai,High,,95300,6/21/2026
Unemployed,45-54,High School,Retail,rural,HIGH,,15000,6/22/2026
,18 to 24,Masters, Fintech,,High,,58800,6/23/2026
Employed,55+,high school,Healthcare,Delhi,HIGH,4,6100,6/24/2026
EMPLOYED,18-24,high school,Retail,,,,146800,6/25/2026
EMPLOYED,55+,High School,Technology,Urban,moderate,10,,6/26/2026
Employed,25-34,,Finance,rural,Low,,33600,6/27/2026
EMPLOYED,55+,Masters,Healthcare,Hyderabad,low,4,69300,6/28/2026
employed,25_34,High School, Fintech,urban,Low,18,,6/29/2026
employed,,Bachelor's,Health,Bangalore,moderate,,,6/30/2026
Employed,25_34,Bachelors,,Delhi,,23,28500,7/1/2026
UNEMPLOYED,25_34,,Healthcare,urban,Medium,21,30500,7/2/2026
,18 to 24,Bachelors,Retail,Bangalore,High,,,7/3/2026
UNEMPLOYED,45-54,Diploma,Health,urban,High,,137200,7/4/2026
EMPLOYED,,Diploma,,Mumbai,HIGH,19,,7/5/2026
unemployed,18-24,Diploma,Health,urban,HIGH,,,7/6/2026
,25_34,,Education,Bangalore,HIGH,,59000,7/7/2026
Unemployed,25_34,Master, Fintech,Mumbai,low,,143000,7/8/2026
EMPLOYED,35 - 44,Bachelors,Education,rural,High,,9600,7/9/2026
Unemployed,25-34,Bachelors,Education,,Medium,19,68200,7/10/2026
UNEMPLOYED,25-34,PhD, Fintech,Urban,Medium,1,,7/11/2026
unemployed,18-24,PhD,Retail,Mumbai,High,,81700,7/12/2026
UNEMPLOYED,18-24,Diploma,Education,Mumbai,Medium,5,104700,7/13/2026
EMPLOYED,45-54,high school,Retail,suburban,Medium,,36000,7/14/2026
unemployed,35 - 44,Masters,Health,urban,HIGH,,,7/15/2026
Employed,25_34,Diploma,,rural,,,,7/16/2026
UNEMPLOYED,45-54,PhD,Healthcare,rural,,,50500,7/17/2026
Employed,,Diploma,,suburban,HIGH,6,55000,7/18/2026
UNEMPLOYED,18-24,,,urban,,13,113500,7/19/2026
unemployed,25-34,Diploma,Education,Delhi,moderate,25,101200,7/20/2026
,45-54,Diploma,Education,Hyderabad,Low,25,6100,7/21/2026
EMPLOYED,45-54,Diploma,Retail,urban,HIGH,4,,7/22/2026
employed,18-24,High School,Tech ,rural,HIGH,,10700,7/23/2026
unemployed,25-34,Bachelors,Retail,Urban,HIGH,2,56700,7/24/2026
,,Bachelor's,Education,Hyderabad,moderate,11,,7/25/2026
,18-24,Diploma,,,HIGH,,146800,7/26/2026
UNEMPLOYED,25-34,Masters,Retail,Delhi,HIGH,2,87600,7/27/2026
employed,45-54,Master,,Delhi,High,9,131600,7/28/2026
UNEMPLOYED,35 - 44,PhD,Healthcare,Bangalore,High,,49000,7/29/2026
UNEMPLOYED,25_34,Ph.D,Finance,Delhi,low,16,49200,7/30/2026
,18-24,PhD,Finance,Hyderabad,low,18,31700,7/31/2026
EMPLOYED,18 to 24,High School,Technology,Delhi,moderate,,,8/1/2026
EMPLOYED,45-54,Masters,Tech ,Urban,High,25,,8/2/2026
employed,25-34,High School,Tech ,urban,low,11,126300,8/3/2026
employed,25-34,,Finance,Delhi,,,120300,8/4/2026
Unemployed,55+,Ph.D,Retail,Hyderabad,Low,7,65800,8/5/2026
Employed,55+,,Health,suburban,Medium,10,,8/6/2026
,18 to 24,Master,Health,Mumbai,Medium,,,8/7/2026
EMPLOYED,18 to 24,PhD,Technology,suburban,High,,100300,8/8/2026
,35 - 44,Bachelors,Finance,urban,moderate,,74300,8/9/2026
employed,35 - 44,Masters,Technology,,moderate,,77100,8/10/2026
,,high school,Retail,Delhi,Medium,,91200,8/11/2026
Employed,18-24,high school,Technology,Mumbai,Low,10,51800,8/12/2026
Unemployed,45-54,Master,Technology,Mumbai,,,90700,8/13/2026
Employed,18 to 24,Master,Finance,Delhi,,25,103400,8/14/2026
Unemployed,35 - 44,Masters,Health,Delhi,low,,24500,8/15/2026
,35 - 44,Bachelor's,Retail,rural,Medium,,42200,8/16/2026
UNEMPLOYED,25-34,Ph.D,Retail,,low,20,6700,8/17/2026
EMPLOYED,18-24,,Health,Bangalore,Medium,,137000,8/18/2026
Unemployed,18 to 24,Masters,Finance,suburban,,14,97800,8/19/2026
employed,35 - 44,PhD,Tech ,Mumbai,Low,,69800,8/20/2026
employed,35 - 44,Master,Healthcare,rural,,,39000,8/21/2026
unemployed,,Bachelor's,Retail,urban,moderate,,85800,8/22/2026
EMPLOYED,55+,Diploma,Retail,rural,,15,56400,8/23/2026
unemployed,25_34,High School,Retail,urban,Low,10,78100,8/24/2026
EMPLOYED,18-24,Masters,,rural,,,46100,8/25/2026
unemployed,45-54,, Fintech,,,,36400,8/26/2026
Unemployed,35 - 44,Bachelors,Technology,Delhi,HIGH,,12500,8/27/2026
UNEMPLOYED,18-24,Masters,,Delhi,moderate,18,91800,8/28/2026
unemployed,,Master,Healthcare,Bangalore,low,,83800,8/29/2026
Employed,55+,Diploma,Education,Mumbai,Low,,,8/30/2026
Employed,25-34,High School,Education,,,,64900,8/31/2026
UNEMPLOYED,18-24,Bachelors, Fintech,urban,High,21,100700,9/1/2026
employed,18-24,high school,Healthcare,rural,,,66400,9/2/2026
Unemployed,25_34,Bachelor's,Tech ,Mumbai,moderate,11,92000,9/3/2026
UNEMPLOYED,,Ph.D,Education,suburban,moderate,,55500,9/4/2026
UNEMPLOYED,55+,Ph.D,Education,rural,moderate,18,12700,9/5/2026
Employed,45-54,Diploma,Technology,suburban,High,18,44400,9/6/2026
UNEMPLOYED,18 to 24,Master,Healthcare,rural,Low,8,116200,9/7/2026
EMPLOYED,18 to 24,PhD,Finance,,moderate,,73900,9/8/2026
EMPLOYED,,high school,,,,,85700,9/9/2026
Unemployed,35 - 44,Diploma,Education,Mumbai,HIGH,,,9/10/2026
,18 to 24,high school,Finance,,High,,,9/11/2026
,,Masters,,Bangalore,Low,,85300,9/12/2026
,55+,,Retail,suburban,,,93500,9/13/2026
Unemployed,35 - 44,Master,Retail,Delhi,High,3,88100,9/14/2026
EMPLOYED,25_34,Ph.D, Fintech,Bangalore,HIGH,,,9/15/2026
Employed,45-54,Masters,,Urban,HIGH,18,,9/16/2026
unemployed,45-54,Bachelor's,Healthcare,rural,moderate,13,72700,9/17/2026
EMPLOYED,45-54,Masters,Healthcare,Delhi,HIGH,16,27300,9/18/2026
UNEMPLOYED,18-24,Bachelors,Retail,Urban,High,26,127000,9/19/2026
unemployed,25_34,high school, Fintech,Urban,Low,,57900,9/20/2026
,,Masters,Healthcare,Mumbai,Medium,,11000,9/21/2026
Unemployed,45-54,High School,Healthcare,Bangalore,Medium,8,42200,9/22/2026
unemployed,18-24,,Healthcare,Delhi,moderate,20,,9/23/2026
Unemployed,18-24,High School,Retail,Urban,,,49000,9/24/2026
Employed,25-34,Masters,Retail,Mumbai,Low,9,19100,9/25/2026
UNEMPLOYED,18 to 24,Ph.D,Education,Delhi,moderate,,,9/26/2026
Employed,55+,Diploma, Fintech,Bangalore,low,,,9/27/2026
UNEMPLOYED,18-24,PhD,Retail,Delhi,Medium,18,75900,9/28/2026
employed,25_34,Bachelors,,rural,,,118400,9/29/2026
UNEMPLOYED,,Master,Tech ,Urban,low,,,9/30/2026
Employed,25-34,Ph.D,Retail,Mumbai,Low,,131100,10/1/2026
unemployed,18 to 24,Diploma, Fintech,Delhi,Medium,,,10/2/2026
Unemployed,18 to 24,,,suburban,Low,,126100,10/3/2026
employed,25_34,Master,Finance,Delhi,HIGH,22,71500,10/4/2026
,,high school,Education,,moderate,6,45400,10/5/2026
employed,45-54,,Healthcare,Mumbai,Medium,5,75400,10/6/2026
unemployed,45-54,Ph.D,Retail,Delhi,,,92500,10/7/2026
unemployed,18 to 24,Bachelor's,Tech ,Delhi,Low,28,39500,10/8/2026
employed,18-24,Bachelor's,,rural,Low,,45200,10/9/2026
unemployed,25_34,Bachelor's,Education,rural,low,24,,10/10/2026
EMPLOYED,55+,Bachelor's,Retail,Mumbai,low,,135200,10/11/2026
employed,,Diploma,Education,Delhi,Low,,44600,10/12/2026
employed,18-24,Diploma,Education,rural,Low,20,96900,10/13/2026
unemployed,18 to 24,Bachelors,Technology,,,20,94400,10/14/2026
,25_34,Master,Health,Hyderabad,,25,9800,10/15/2026
Employed,55+,Bachelors,Technology,Hyderabad,,,,10/16/2026
Employed,55+,PhD, Fintech,Mumbai,Low,,114400,10/17/2026
EMPLOYED,18 to 24,Diploma,Health,Urban,High,,118000,10/18/2026
unemployed,18-24,High School,Finance,Bangalore,Medium,,,10/19/2026
Employed,55+,,Retail,suburban,Medium,,19900,10/20/2026
,45-54,,,Mumbai,High,2,,10/21/2026
Employed,25_34,High School,Retail,Mumbai,low,5,133700,10/22/2026
unemployed,25_34,PhD,Retail,urban,Medium,,,10/23/2026
Employed,,Bachelors,,Urban,low,3,62000,10/24/2026
EMPLOYED,25_34,,Tech ,Urban,,19,,10/25/2026
unemployed,,PhD,Retail,,Low,21,141000,10/26/2026
Unemployed,18-24,Bachelor's,Technology,Urban,,,58500,10/27/2026
EMPLOYED,18 to 24,high school,Retail,Urban,moderate,20,15600,10/28/2026
Employed,45-54,Master,Health,Hyderabad,High,,12600,10/29/2026
UNEMPLOYED,45-54,High School,,,Medium,26,39400,10/30/2026
Unemployed,18 to 24,high school,Technology,suburban,moderate,30,52100,10/31/2026
unemployed,55+,Bachelors,Education,Bangalore,HIGH,,18500,11/1/2026
UNEMPLOYED,18 to 24,Bachelors,Health,Bangalore,Low,,95300,11/2/2026
employed,18 to 24,Masters, Fintech,urban,,30,68900,11/3/2026
unemployed,,Ph.D,Finance,urban,Medium,0,80500,11/4/2026
Employed,35 - 44,Bachelor's,Health,rural,low,10,,11/5/2026
,25_34,High School,Finance,urban,Low,,52500,11/6/2026
unemployed,18 to 24,Diploma, Fintech,urban,,20,80400,11/7/2026
Unemployed,45-54,Master,Health,Delhi,High,,74800,11/8/2026
employed,,High School,,Bangalore,HIGH,,141700,11/9/2026
Unemployed,25-34,,Tech ,suburban,High,,,11/10/2026
Unemployed,35 - 44,High School,Retail,Hyderabad,,,14000,11/11/2026
unemployed,,Diploma,Education,rural,Medium,,,11/12/2026
employed,55+,Bachelors,Retail,,moderate,,,11/13/2026
employed,25-34,PhD,Healthcare,suburban,High,8,45700,11/14/2026
UNEMPLOYED,18-24,High School, Fintech,urban,low,,44000,11/15/2026
unemployed,18 to 24,Master,Technology,Mumbai,Medium,,126100,11/16/2026
unemployed,18-24,high school,Finance,suburban,low,,,11/17/2026
Unemployed,18 to 24,Ph.D,,Mumbai,moderate,,141500,11/18/2026
Unemployed,18-24,Master,Healthcare,urban,Medium,,9700,11/19/2026
unemployed,35 - 44,Bachelor's,Retail,Urban,,,30500,11/20/2026
Unemployed,35 - 44,high school,Retail,rural,low,5,63300,11/21/2026
,55+,Diploma,Technology,Hyderabad,,24,100000,11/22/2026
unemployed,25_34,Diploma,,Bangalore,HIGH,,145200,11/23/2026
UNEMPLOYED,18-24,High School, Fintech,Mumbai,low,,,11/24/2026
EMPLOYED,45-54,PhD, Fintech,,HIGH,24,22000,11/25/2026
,18-24,High School,Health,Urban,,12,,11/26/2026
UNEMPLOYED,18 to 24,Bachelor's,Tech ,suburban,High,,116100,11/27/2026
Unemployed,18-24,PhD,Health,rural,Low,24,122900,11/28/2026
unemployed,18-24,,,suburban,High,22,19800,11/29/2026
UNEMPLOYED,,Masters,Healthcare,Hyderabad,Low,,,11/30/2026
employed,18-24,PhD,Health,rural,,,123600,12/1/2026
employed,,,Finance,suburban,Medium,,27300,12/2/2026
Employed,25_34,Masters, Fintech,Hyderabad,moderate,,11500,12/3/2026
employed,55+,Master,Retail,Bangalore,,23,76200,12/4/2026
unemployed,25_34,high school,Tech ,Bangalore,Low,30,103900,12/5/2026
UNEMPLOYED,55+,High School,Technology,Mumbai,,13,58900,12/6/2026
employed,18 to 24,Ph.D,Tech ,Hyderabad,High,,44900,12/7/2026
UNEMPLOYED,25-34,Bachelors,Healthcare,,,18,122600,12/8/2026
Unemployed,25_34,High School,Finance,suburban,Low,30,19300,12/9/2026
employed,25_34,Diploma, Fintech,Delhi,moderate,,11700,12/10/2026
,,Ph.D,Retail,rural,moderate,,117200,12/11/2026
Unemployed,18-24,Ph.D,Education,Hyderabad,Medium,,143100,12/12/2026
EMPLOYED,25-34,Bachelors,,urban,Medium,,98200,12/13/2026
EMPLOYED,45-54,Diploma,Technology,Bangalore,HIGH,30,109500,12/14/2026
Employed,18-24,Diploma,Finance,Mumbai,High,28,124100,12/15/2026
Unemployed,18-24,High School,Retail,Delhi,,1,10700,12/16/2026
Employed,55+,Ph.D,Healthcare,Urban,HIGH,,58300,12/17/2026
Unemployed,18 to 24,Master,Education,Bangalore,low,5,,12/18/2026
UNEMPLOYED,55+,Diploma,Retail,Mumbai,moderate,,132200,12/19/2026
Unemployed,18 to 24,Ph.D,Tech ,suburban,High,,,12/20/2026
Employed,35 - 44,Masters,,rural,Low,3,141500,12/21/2026
unemployed,35 - 44,,Healthcare,urban,moderate,10,142300,12/22/2026
EMPLOYED,18 to 24,Bachelors,Tech ,Bangalore,moderate,,,12/23/2026
Employed,18-24,,Tech ,Bangalore,HIGH,7,107400,12/24/2026
Employed,25_34,Bachelors,,Mumbai,low,6,31200,12/25/2026
UNEMPLOYED,,PhD,Finance,Hyderabad,low,25,76500,12/26/2026
Employed,,Masters,Education,Hyderabad,Low,,72700,12/27/2026
,45-54,Master,Health,rural,Low,6,60300,12/28/2026
Employed,45-54,high school,Retail,Urban,low,12,113500,12/29/2026
unemployed,,,Tech ,Hyderabad,moderate,28,51000,12/30/2026
EMPLOYED,25-34,Bachelor's,Technology,Delhi,low,29,146700,12/31/2026
Unemployed,18-24,PhD,Finance,Urban,,,34300,1/1/2027
employed,25_34,Masters,Tech ,Hyderabad,High,24,27900,1/2/2027
employed,45-54,PhD,Healthcare,Urban,low,4,,1/3/2027
Employed,45-54,Master,,Delhi,HIGH,1,51500,1/4/2027
UNEMPLOYED,35 - 44,Masters,Retail,Bangalore,low,,32800,1/5/2027
employed,25-34,Master,Retail,Bangalore,moderate,4,97900,1/6/2027
unemployed,18-24,Masters, Fintech,rural,,,104200,1/7/2027
Employed,35 - 44,Ph.D,Education,Hyderabad,,,,1/8/2027
employed,18 to 24,Master, Fintech,rural,low,27,61300,1/9/2027
unemployed,25-34,Bachelor's,Retail,Bangalore,HIGH,18,,1/10/2027
Unemployed,18-24,Bachelor's, Fintech,suburban,HIGH,14,119300,1/11/2027
Unemployed,,Ph.D,Health,Urban,moderate,25,22100,1/12/2027
,18 to 24,Ph.D,Tech ,rural,Low,,46100,1/13/2027
unemployed,55+,High School,Healthcare,Urban,low,16,,1/14/2027
Unemployed,25_34,high school,,suburban,High,,28700,1/15/2027
EMPLOYED,,Bachelor's,,urban,Low,26,62700,1/16/2027
UNEMPLOYED,,high school,Retail,suburban,Medium,,93000,1/17/2027
employed,18-24,,Health,suburban,Medium,,52300,1/18/2027
UNEMPLOYED,45-54,Diploma,Retail,Urban,Low,,147000,1/19/2027
Unemployed,25-34,Master,Finance,urban,Low,14,,1/20/2027
employed,55+,Ph.D,Retail,urban,High,,78600,1/21/2027
Unemployed,18 to 24,,Tech ,Mumbai,Low,,,1/22/2027
Unemployed,25_34,high school,Retail,suburban,High,22,114600,1/23/2027
,55+,Diploma,Tech ,Bangalore,High,,94400,1/24/2027
,35 - 44,,Tech ,suburban,High,13,53300,1/25/2027
unemployed,,High School,Retail,Bangalore,Medium,,21400,1/26/2027
UNEMPLOYED,35 - 44,Bachelors,Finance,Urban,Low,,135700,1/27/2027
UNEMPLOYED,45-54,Ph.D,Technology,Bangalore,HIGH,21,112400,1/28/2027
UNEMPLOYED,25-34,High School,Healthcare,Mumbai,Low,18,20700,1/29/2027
UNEMPLOYED,,Bachelor's,Retail,Hyderabad,Medium,,,1/30/2027
employed,45-54,high school,Tech ,suburban,HIGH,,50100,1/31/2027
,,Bachelors,Technology,Hyderabad,Medium,,113000,2/1/2027
UNEMPLOYED,35 - 44,High School,,Mumbai,,,,2/2/2027
EMPLOYED,35 - 44,Diploma,Retail,Bangalore,,16,20900,2/3/2027
Employed,18 to 24,Bachelors,Finance,rural,High,26,113400,2/4/2027
UNEMPLOYED,25-34,Diploma, Fintech,rural,,8,126000,2/5/2027
EMPLOYED,18-24,Bachelor's,Retail,Delhi,moderate,27,136600,2/6/2027
Employed,18 to 24,Bachelors, Fintech,suburban,Medium,,8400,2/7/2027
Employed,25-34,Bachelors,Retail,Urban,low,18,143900,2/8/2027
employed,35 - 44,Bachelors,Tech ,Hyderabad,HIGH,30,9400,2/9/2027
UNEMPLOYED,18-24,Diploma,,,Medium,5,,2/10/2027
EMPLOYED,18 to 24,High School, Fintech,,,9,80800,2/11/2027
unemployed,25_34,Masters,Retail,Urban,High,11,66000,2/12/2027
,25_34,Master,Healthcare,Delhi,Low,17,30000,2/13/2027
unemployed,55+,Master,Retail,urban,Low,,99200,2/14/2027
UNEMPLOYED,55+,Master,Technology,urban,,18,146000,2/15/2027
,35 - 44,PhD, Fintech,rural,,,57600,2/16/2027
employed,,Diploma,Retail,urban,HIGH,13,95200,2/17/2027
unemployed,45-54,Ph.D,Retail,rural,low,20,36100,2/18/2027
UNEMPLOYED,18-24,high school,Technology,Hyderabad,High,,47300,2/19/2027
unemployed,18-24,Master,Education,urban,HIGH,29,103200,2/20/2027
UNEMPLOYED,35 - 44,High School,Retail,urban,High,26,,2/21/2027
EMPLOYED,45-54,Bachelor's,Finance,Hyderabad,Medium,,94000,2/22/2027
employed,55+,Diploma,,rural,moderate,,35100,2/23/2027
UNEMPLOYED,55+,Bachelor's,Finance,suburban,,,104700,2/24/2027
UNEMPLOYED,35 - 44,Bachelor's,Tech ,Mumbai,moderate,0,118800,2/25/2027
Employed,,High School, Fintech,Urban,Medium,19,114300,2/26/2027
employed,55+,Diploma,Finance,rural,moderate,,,2/27/2027
EMPLOYED,35 - 44,Ph.D,Technology,,Medium,24,,2/28/2027
UNEMPLOYED,,Ph.D,Finance,Bangalore,moderate,29,,3/1/2027
Employed,,Diploma,Healthcare,Mumbai,,,95200,3/2/2027
Employed,18-24,Bachelor's,Retail,Delhi,High,,123900,3/3/2027
EMPLOYED,25-34,Bachelor's,Retail,Hyderabad,,29,136500,3/4/2027
UNEMPLOYED,18-24,,Retail,urban,Medium,12,105100,3/5/2027
Employed,18-24,high school,Retail,Bangalore,Medium,7,85100,3/6/2027
EMPLOYED,18-24,PhD,Health,rural,High,7,100800,3/7/2027
employed,18-24,Bachelors,,Urban,,,27200,3/8/2027
UNEMPLOYED,18-24,Diploma,Technology,Mumbai,moderate,0,51100,3/9/2027
UNEMPLOYED,55+,Bachelors, Fintech,rural,High,7,79200,3/10/2027
unemployed,45-54,Bachelors,Technology,Hyderabad,HIGH,,10700,3/11/2027
employed,,Diploma,Retail,Hyderabad,Medium,8,91300,3/12/2027
Unemployed,45-54,Bachelors,Health,Delhi,Low,,65200,3/13/2027
employed,55+,Masters,,urban,,13,98700,3/14/2027
employed,55+,Bachelors,Technology,Delhi,Medium,,59500,3/15/2027
unemployed,55+,PhD,Tech ,Hyderabad,Low,1,138300,3/16/2027
Employed,18-24,high school,Retail,rural,,9,43500,3/17/2027
,25_34,Ph.D,Finance,Bangalore,moderate,,9400,3/18/2027
Unemployed,18 to 24,,Tech ,Delhi,Medium,1,34800,3/19/2027
,45-54,Bachelors,Healthcare,Mumbai,Low,24,126400,3/20/2027
UNEMPLOYED,,High School,Education,Hyderabad,,,,3/21/2027
unemployed,45-54,Bachelor's,Healthcare,Urban,HIGH,25,79900,3/22/2027
unemployed,,Diploma,Education,Hyderabad,High,,69000,3/23/2027
EMPLOYED,25_34,Ph.D,Healthcare,,High,,101400,3/24/2027
unemployed,25-34,High School,Technology,Hyderabad,High,2,46000,3/25/2027
unemployed,35 - 44,high school,Healthcare,Urban,low,,131800,3/26/2027
UNEMPLOYED,18 to 24,High School,Tech ,Mumbai,low,,149100,3/27/2027
Unemployed,,Bachelors,Finance,Mumbai,,,35600,3/28/2027
